strategy,height,width,density,n_agents,seed,success,cost,expansions,generated,runtime,reason
first,8,8,0.0,4,0,1,20,2,3,0.0003,solved
random,8,8,0.0,4,0,1,20,2,3,0.0003,solved
earliest,8,8,0.0,4,0,1,20,2,3,0.0002,solved
most-conflicts,8,8,0.0,4,0,1,20,2,3,0.0002,solved
cardinal,8,8,0.0,4,0,1,20,2,3,0.0003,solved
learned-linear,8,8,0.0,4,0,1,20,2,3,0.0006,solved
learned-mlp,8,8,0.0,4,0,1,20,2,3,0.0003,solved
first,8,8,0.0,4,1,1,23,2,3,0.0004,solved
random,8,8,0.0,4,1,1,23,2,3,0.0003,solved
earliest,8,8,0.0,4,1,1,23,2,3,0.0003,solved
most-conflicts,8,8,0.0,4,1,1,23,2,3,0.0004,solved
cardinal,8,8,0.0,4,1,1,23,2,3,0.0005,solved
learned-linear,8,8,0.0,4,1,1,23,2,3,0.0006,solved
learned-mlp,8,8,0.0,4,1,1,23,2,3,0.0005,solved
first,8,8,0.0,4,2,1,21,1,1,0.0002,solved
random,8,8,0.0,4,2,1,21,1,1,0.0002,solved
earliest,8,8,0.0,4,2,1,21,1,1,0.0002,solved
most-conflicts,8,8,0.0,4,2,1,21,1,1,0.0002,solved
cardinal,8,8,0.0,4,2,1,21,1,1,0.0002,solved
learned-linear,8,8,0.0,4,2,1,21,1,1,0.0002,solved
learned-mlp,8,8,0.0,4,2,1,21,1,1,0.0002,solved
first,8,8,0.0,4,3,1,20,1,1,0.0002,solved
random,8,8,0.0,4,3,1,20,1,1,0.0002,solved
earliest,8,8,0.0,4,3,1,20,1,1,0.0002,solved
most-conflicts,8,8,0.0,4,3,1,20,1,1,0.0002,solved
cardinal,8,8,0.0,4,3,1,20,1,1,0.0001,solved
learned-linear,8,8,0.0,4,3,1,20,1,1,0.0002,solved
learned-mlp,8,8,0.0,4,3,1,20,1,1,0.0001,solved
first,8,8,0.0,4,4,1,19,1,1,0.0002,solved
random,8,8,0.0,4,4,1,19,1,1,0.0002,solved
earliest,8,8,0.0,4,4,1,19,1,1,0.0002,solved
most-conflicts,8,8,0.0,4,4,1,19,1,1,0.0002,solved
cardinal,8,8,0.0,4,4,1,19,1,1,0.0002,solved
learned-linear,8,8,0.0,4,4,1,19,1,1,0.0002,solved
learned-mlp,8,8,0.0,4,4,1,19,1,1,0.0002,solved
first,8,8,0.0,4,5,1,20,1,1,0.0002,solved
random,8,8,0.0,4,5,1,20,1,1,0.0001,solved
earliest,8,8,0.0,4,5,1,20,1,1,0.0001,solved
most-conflicts,8,8,0.0,4,5,1,20,1,1,0.0001,solved
cardinal,8,8,0.0,4,5,1,20,1,1,0.0001,solved
learned-linear,8,8,0.0,4,5,1,20,1,1,0.0001,solved
learned-mlp,8,8,0.0,4,5,1,20,1,1,0.0001,solved
first,8,8,0.0,4,6,1,26,1,1,0.0003,solved
random,8,8,0.0,4,6,1,26,1,1,0.0002,solved
earliest,8,8,0.0,4,6,1,26,1,1,0.0003,solved
most-conflicts,8,8,0.0,4,6,1,26,1,1,0.0002,solved
cardinal,8,8,0.0,4,6,1,26,1,1,0.0002,solved
learned-linear,8,8,0.0,4,6,1,26,1,1,0.0002,solved
learned-mlp,8,8,0.0,4,6,1,26,1,1,0.0002,solved
first,8,8,0.0,4,7,1,24,6,11,0.0013,solved
random,8,8,0.0,4,7,1,24,6,11,0.0012,solved
earliest,8,8,0.0,4,7,1,24,6,11,0.0012,solved
most-conflicts,8,8,0.0,4,7,1,24,6,11,0.0015,solved
cardinal,8,8,0.0,4,7,1,24,6,11,0.002,solved
learned-linear,8,8,0.0,4,7,1,24,6,11,0.002,solved
learned-mlp,8,8,0.0,4,7,1,24,6,11,0.0018,solved
first,8,8,0.0,4,8,1,18,1,1,0.0002,solved
random,8,8,0.0,4,8,1,18,1,1,0.0001,solved
earliest,8,8,0.0,4,8,1,18,1,1,0.0001,solved
most-conflicts,8,8,0.0,4,8,1,18,1,1,0.0001,solved
cardinal,8,8,0.0,4,8,1,18,1,1,0.0001,solved
learned-linear,8,8,0.0,4,8,1,18,1,1,0.0001,solved
learned-mlp,8,8,0.0,4,8,1,18,1,1,0.0001,solved
first,8,8,0.0,4,9,1,20,2,3,0.0002,solved
random,8,8,0.0,4,9,1,20,2,3,0.0002,solved
earliest,8,8,0.0,4,9,1,20,2,3,0.0002,solved
most-conflicts,8,8,0.0,4,9,1,20,2,3,0.0002,solved
cardinal,8,8,0.0,4,9,1,20,2,3,0.0003,solved
learned-linear,8,8,0.0,4,9,1,20,2,3,0.0004,solved
learned-mlp,8,8,0.0,4,9,1,20,2,3,0.0003,solved
first,8,8,0.0,4,10,1,30,1,1,0.0003,solved
random,8,8,0.0,4,10,1,30,1,1,0.0003,solved
earliest,8,8,0.0,4,10,1,30,1,1,0.0003,solved
most-conflicts,8,8,0.0,4,10,1,30,1,1,0.0003,solved
cardinal,8,8,0.0,4,10,1,30,1,1,0.0003,solved
learned-linear,8,8,0.0,4,10,1,30,1,1,0.0003,solved
learned-mlp,8,8,0.0,4,10,1,30,1,1,0.0003,solved
first,8,8,0.0,4,11,1,21,1,1,0.0002,solved
random,8,8,0.0,4,11,1,21,1,1,0.0002,solved
earliest,8,8,0.0,4,11,1,21,1,1,0.0002,solved
most-conflicts,8,8,0.0,4,11,1,21,1,1,0.0002,solved
cardinal,8,8,0.0,4,11,1,21,1,1,0.0002,solved
learned-linear,8,8,0.0,4,11,1,21,1,1,0.0002,solved
learned-mlp,8,8,0.0,4,11,1,21,1,1,0.0002,solved
first,8,8,0.0,4,12,1,21,1,1,0.0002,solved
random,8,8,0.0,4,12,1,21,1,1,0.0002,solved
earliest,8,8,0.0,4,12,1,21,1,1,0.0002,solved
most-conflicts,8,8,0.0,4,12,1,21,1,1,0.0002,solved
cardinal,8,8,0.0,4,12,1,21,1,1,0.0002,solved
learned-linear,8,8,0.0,4,12,1,21,1,1,0.0002,solved
learned-mlp,8,8,0.0,4,12,1,21,1,1,0.0002,solved
first,8,8,0.0,4,13,1,14,1,1,0.0001,solved
random,8,8,0.0,4,13,1,14,1,1,0.0001,solved
earliest,8,8,0.0,4,13,1,14,1,1,0.0001,solved
most-conflicts,8,8,0.0,4,13,1,14,1,1,0.0001,solved
cardinal,8,8,0.0,4,13,1,14,1,1,0.0001,solved
learned-linear,8,8,0.0,4,13,1,14,1,1,0.0001,solved
learned-mlp,8,8,0.0,4,13,1,14,1,1,0.0001,solved
first,8,8,0.0,4,14,1,21,1,1,0.0002,solved
random,8,8,0.0,4,14,1,21,1,1,0.0002,solved
earliest,8,8,0.0,4,14,1,21,1,1,0.0002,solved
most-conflicts,8,8,0.0,4,14,1,21,1,1,0.0002,solved
cardinal,8,8,0.0,4,14,1,21,1,1,0.0002,solved
learned-linear,8,8,0.0,4,14,1,21,1,1,0.0002,solved
learned-mlp,8,8,0.0,4,14,1,21,1,1,0.0002,solved
first,8,8,0.0,4,15,1,20,1,1,0.0002,solved
random,8,8,0.0,4,15,1,20,1,1,0.0002,solved
earliest,8,8,0.0,4,15,1,20,1,1,0.0002,solved
most-conflicts,8,8,0.0,4,15,1,20,1,1,0.0002,solved
cardinal,8,8,0.0,4,15,1,20,1,1,0.0002,solved
learned-linear,8,8,0.0,4,15,1,20,1,1,0.0002,solved
learned-mlp,8,8,0.0,4,15,1,20,1,1,0.0002,solved
first,8,8,0.0,4,16,1,19,2,3,0.0002,solved
random,8,8,0.0,4,16,1,19,2,3,0.0002,solved
earliest,8,8,0.0,4,16,1,19,2,3,0.0002,solved
most-conflicts,8,8,0.0,4,16,1,19,2,3,0.0002,solved
cardinal,8,8,0.0,4,16,1,19,2,3,0.0002,solved
learned-linear,8,8,0.0,4,16,1,19,2,3,0.0003,solved
learned-mlp,8,8,0.0,4,16,1,19,2,3,0.0003,solved
first,8,8,0.0,4,17,1,14,2,3,0.0002,solved
random,8,8,0.0,4,17,1,14,2,3,0.0002,solved
earliest,8,8,0.0,4,17,1,14,2,3,0.0002,solved
most-conflicts,8,8,0.0,4,17,1,14,2,3,0.0002,solved
cardinal,8,8,0.0,4,17,1,14,2,3,0.0002,solved
learned-linear,8,8,0.0,4,17,1,14,2,3,0.0002,solved
learned-mlp,8,8,0.0,4,17,1,14,2,3,0.0002,solved
first,8,8,0.0,4,18,1,10,1,1,0.0001,solved
random,8,8,0.0,4,18,1,10,1,1,0.0001,solved
earliest,8,8,0.0,4,18,1,10,1,1,0.0001,solved
most-conflicts,8,8,0.0,4,18,1,10,1,1,0.0001,solved
cardinal,8,8,0.0,4,18,1,10,1,1,0.0001,solved
learned-linear,8,8,0.0,4,18,1,10,1,1,0.0001,solved
learned-mlp,8,8,0.0,4,18,1,10,1,1,0.0001,solved
first,8,8,0.0,4,19,1,12,1,1,0.0001,solved
random,8,8,0.0,4,19,1,12,1,1,0.0001,solved
earliest,8,8,0.0,4,19,1,12,1,1,0.0001,solved
most-conflicts,8,8,0.0,4,19,1,12,1,1,0.0001,solved
cardinal,8,8,0.0,4,19,1,12,1,1,0.0001,solved
learned-linear,8,8,0.0,4,19,1,12,1,1,0.0001,solved
learned-mlp,8,8,0.0,4,19,1,12,1,1,0.0001,solved
first,8,8,0.0,6,0,1,29,3,5,0.0005,solved
random,8,8,0.0,6,0,1,29,3,5,0.0005,solved
earliest,8,8,0.0,6,0,1,29,3,5,0.0004,solved
most-conflicts,8,8,0.0,6,0,1,29,3,5,0.0004,solved
cardinal,8,8,0.0,6,0,1,29,3,5,0.0005,solved
learned-linear,8,8,0.0,6,0,1,29,3,5,0.0007,solved
learned-mlp,8,8,0.0,6,0,1,29,3,5,0.0006,solved
first,8,8,0.0,6,1,1,37,3,5,0.001,solved
random,8,8,0.0,6,1,1,37,2,3,0.0007,solved
earliest,8,8,0.0,6,1,1,37,3,5,0.0009,solved
most-conflicts,8,8,0.0,6,1,1,37,3,5,0.0009,solved
cardinal,8,8,0.0,6,1,1,37,3,5,0.0011,solved
learned-linear,8,8,0.0,6,1,1,37,3,5,0.0013,solved
learned-mlp,8,8,0.0,6,1,1,37,3,5,0.0013,solved
first,8,8,0.0,6,2,1,28,1,1,0.0002,solved
random,8,8,0.0,6,2,1,28,1,1,0.0002,solved
earliest,8,8,0.0,6,2,1,28,1,1,0.0002,solved
most-conflicts,8,8,0.0,6,2,1,28,1,1,0.0002,solved
cardinal,8,8,0.0,6,2,1,28,1,1,0.0002,solved
learned-linear,8,8,0.0,6,2,1,28,1,1,0.0002,solved
learned-mlp,8,8,0.0,6,2,1,28,1,1,0.0002,solved
first,8,8,0.0,6,3,1,30,3,5,0.0005,solved
random,8,8,0.0,6,3,1,30,2,3,0.0003,solved
earliest,8,8,0.0,6,3,1,30,2,3,0.0003,solved
most-conflicts,8,8,0.0,6,3,1,30,3,5,0.0005,solved
cardinal,8,8,0.0,6,3,1,30,2,3,0.0004,solved
learned-linear,8,8,0.0,6,3,1,30,3,5,0.0007,solved
learned-mlp,8,8,0.0,6,3,1,30,3,5,0.0007,solved
first,8,8,0.0,6,4,1,33,12,23,0.0021,solved
random,8,8,0.0,6,4,1,33,12,23,0.0018,solved
earliest,8,8,0.0,6,4,1,33,12,23,0.0019,solved
most-conflicts,8,8,0.0,6,4,1,33,12,23,0.0019,solved
cardinal,8,8,0.0,6,4,1,33,12,23,0.0027,solved
learned-linear,8,8,0.0,6,4,1,33,12,23,0.003,solved
learned-mlp,8,8,0.0,6,4,1,33,12,23,0.0028,solved
first,8,8,0.0,6,5,1,29,2,3,0.0003,solved
random,8,8,0.0,6,5,1,29,2,3,0.0003,solved
earliest,8,8,0.0,6,5,1,29,2,3,0.0003,solved
most-conflicts,8,8,0.0,6,5,1,29,2,3,0.0003,solved
cardinal,8,8,0.0,6,5,1,29,2,3,0.0004,solved
learned-linear,8,8,0.0,6,5,1,29,2,3,0.0004,solved
learned-mlp,8,8,0.0,6,5,1,29,2,3,0.0004,solved
first,8,8,0.0,6,6,1,39,1,1,0.0004,solved
random,8,8,0.0,6,6,1,39,1,1,0.0004,solved
earliest,8,8,0.0,6,6,1,39,1,1,0.0004,solved
most-conflicts,8,8,0.0,6,6,1,39,1,1,0.0004,solved
cardinal,8,8,0.0,6,6,1,39,1,1,0.0004,solved
learned-linear,8,8,0.0,6,6,1,39,1,1,0.0004,solved
learned-mlp,8,8,0.0,6,6,1,39,1,1,0.0004,solved
first,8,8,0.0,6,7,1,38,21,41,0.0042,solved
random,8,8,0.0,6,7,1,38,10,19,0.0023,solved
earliest,8,8,0.0,6,7,1,38,14,27,0.003,solved
most-conflicts,8,8,0.0,6,7,1,38,19,37,0.0039,solved
cardinal,8,8,0.0,6,7,1,38,10,19,0.0039,solved
learned-linear,8,8,0.0,6,7,1,38,30,59,0.0108,solved
learned-mlp,8,8,0.0,6,7,1,38,14,27,0.0038,solved
first,8,8,0.0,6,8,1,30,7,13,0.0011,solved
random,8,8,0.0,6,8,1,30,7,13,0.001,solved
earliest,8,8,0.0,6,8,1,30,7,13,0.001,solved
most-conflicts,8,8,0.0,6,8,1,30,7,13,0.001,solved
cardinal,8,8,0.0,6,8,1,30,7,13,0.0015,solved
learned-linear,8,8,0.0,6,8,1,30,7,13,0.0017,solved
learned-mlp,8,8,0.0,6,8,1,30,7,13,0.0019,solved
first,8,8,0.0,6,9,1,35,3,5,0.0005,solved
random,8,8,0.0,6,9,1,35,3,5,0.0005,solved
earliest,8,8,0.0,6,9,1,35,3,5,0.0005,solved
most-conflicts,8,8,0.0,6,9,1,35,3,5,0.0005,solved
cardinal,8,8,0.0,6,9,1,35,3,5,0.0006,solved
learned-linear,8,8,0.0,6,9,1,35,3,5,0.0008,solved
learned-mlp,8,8,0.0,6,9,1,35,3,5,0.0007,solved
first,8,8,0.0,6,10,1,40,2,3,0.0009,solved
random,8,8,0.0,6,10,1,40,2,3,0.0009,solved
earliest,8,8,0.0,6,10,1,40,2,3,0.001,solved
most-conflicts,8,8,0.0,6,10,1,40,2,3,0.001,solved
cardinal,8,8,0.0,6,10,1,40,2,3,0.0011,solved
learned-linear,8,8,0.0,6,10,1,40,2,3,0.0012,solved
learned-mlp,8,8,0.0,6,10,1,40,2,3,0.0013,solved
first,8,8,0.0,6,11,1,26,1,1,0.0003,solved
random,8,8,0.0,6,11,1,26,1,1,0.0004,solved
earliest,8,8,0.0,6,11,1,26,1,1,0.0003,solved
most-conflicts,8,8,0.0,6,11,1,26,1,1,0.0003,solved
cardinal,8,8,0.0,6,11,1,26,1,1,0.0002,solved
learned-linear,8,8,0.0,6,11,1,26,1,1,0.0002,solved
learned-mlp,8,8,0.0,6,11,1,26,1,1,0.0002,solved
first,8,8,0.0,6,12,1,33,2,3,0.0005,solved
random,8,8,0.0,6,12,1,33,2,3,0.0005,solved
earliest,8,8,0.0,6,12,1,33,2,3,0.0005,solved
most-conflicts,8,8,0.0,6,12,1,33,2,3,0.0005,solved
cardinal,8,8,0.0,6,12,1,33,2,3,0.0007,solved
learned-linear,8,8,0.0,6,12,1,33,2,3,0.0007,solved
learned-mlp,8,8,0.0,6,12,1,33,2,3,0.0006,solved
first,8,8,0.0,6,13,1,31,2,3,0.0004,solved
random,8,8,0.0,6,13,1,31,2,3,0.0004,solved
earliest,8,8,0.0,6,13,1,31,2,3,0.0004,solved
most-conflicts,8,8,0.0,6,13,1,31,2,3,0.0006,solved
cardinal,8,8,0.0,6,13,1,31,2,3,0.0005,solved
learned-linear,8,8,0.0,6,13,1,31,2,3,0.0006,solved
learned-mlp,8,8,0.0,6,13,1,31,2,3,0.0005,solved
first,8,8,0.0,6,14,1,33,2,3,0.0006,solved
random,8,8,0.0,6,14,1,33,2,3,0.0006,solved
earliest,8,8,0.0,6,14,1,33,2,3,0.0006,solved
most-conflicts,8,8,0.0,6,14,1,33,2,3,0.0007,solved
cardinal,8,8,0.0,6,14,1,33,2,3,0.0008,solved
learned-linear,8,8,0.0,6,14,1,33,2,3,0.0009,solved
learned-mlp,8,8,0.0,6,14,1,33,2,3,0.0008,solved
first,8,8,0.0,6,15,1,30,1,1,0.0003,solved
random,8,8,0.0,6,15,1,30,1,1,0.0003,solved
earliest,8,8,0.0,6,15,1,30,1,1,0.0003,solved
most-conflicts,8,8,0.0,6,15,1,30,1,1,0.0002,solved
cardinal,8,8,0.0,6,15,1,30,1,1,0.0003,solved
learned-linear,8,8,0.0,6,15,1,30,1,1,0.0003,solved
learned-mlp,8,8,0.0,6,15,1,30,1,1,0.0003,solved
first,8,8,0.0,6,16,1,26,2,3,0.0003,solved
random,8,8,0.0,6,16,1,26,2,3,0.0003,solved
earliest,8,8,0.0,6,16,1,26,2,3,0.0003,solved
most-conflicts,8,8,0.0,6,16,1,26,2,3,0.0003,solved
cardinal,8,8,0.0,6,16,1,26,2,3,0.0003,solved
learned-linear,8,8,0.0,6,16,1,26,2,3,0.0004,solved
learned-mlp,8,8,0.0,6,16,1,26,2,3,0.0004,solved
first,8,8,0.0,6,17,1,27,5,9,0.0009,solved
random,8,8,0.0,6,17,1,27,5,9,0.0008,solved
earliest,8,8,0.0,6,17,1,27,5,9,0.0009,solved
most-conflicts,8,8,0.0,6,17,1,27,5,9,0.0008,solved
cardinal,8,8,0.0,6,17,1,27,5,9,0.0011,solved
learned-linear,8,8,0.0,6,17,1,27,5,9,0.0013,solved
learned-mlp,8,8,0.0,6,17,1,27,5,9,0.0013,solved
first,8,8,0.0,6,18,1,24,2,3,0.0004,solved
random,8,8,0.0,6,18,1,24,2,3,0.0004,solved
earliest,8,8,0.0,6,18,1,24,2,3,0.0004,solved
most-conflicts,8,8,0.0,6,18,1,24,2,3,0.0004,solved
cardinal,8,8,0.0,6,18,1,24,2,3,0.0004,solved
learned-linear,8,8,0.0,6,18,1,24,2,3,0.0006,solved
learned-mlp,8,8,0.0,6,18,1,24,2,3,0.0008,solved
first,8,8,0.0,6,19,1,22,2,3,0.0003,solved
random,8,8,0.0,6,19,1,22,3,5,0.0004,solved
earliest,8,8,0.0,6,19,1,22,3,5,0.0004,solved
most-conflicts,8,8,0.0,6,19,1,22,2,3,0.0003,solved
cardinal,8,8,0.0,6,19,1,22,3,5,0.0005,solved
learned-linear,8,8,0.0,6,19,1,22,2,3,0.0004,solved
learned-mlp,8,8,0.0,6,19,1,22,2,3,0.0004,solved
first,8,8,0.0,8,0,1,39,3,5,0.0006,solved
random,8,8,0.0,8,0,1,39,3,5,0.0006,solved
earliest,8,8,0.0,8,0,1,39,3,5,0.0006,solved
most-conflicts,8,8,0.0,8,0,1,39,3,5,0.0006,solved
cardinal,8,8,0.0,8,0,1,39,3,5,0.0008,solved
learned-linear,8,8,0.0,8,0,1,39,3,5,0.0009,solved
learned-mlp,8,8,0.0,8,0,1,39,3,5,0.0009,solved
first,8,8,0.0,8,1,1,47,4,7,0.0015,solved
random,8,8,0.0,8,1,1,47,3,5,0.001,solved
earliest,8,8,0.0,8,1,1,47,4,7,0.0012,solved
most-conflicts,8,8,0.0,8,1,1,47,4,7,0.0012,solved
cardinal,8,8,0.0,8,1,1,47,4,7,0.0015,solved
learned-linear,8,8,0.0,8,1,1,47,4,7,0.0017,solved
learned-mlp,8,8,0.0,8,1,1,47,4,7,0.0016,solved
first,8,8,0.0,8,2,1,43,1,1,0.0003,solved
random,8,8,0.0,8,2,1,43,1,1,0.0004,solved
earliest,8,8,0.0,8,2,1,43,1,1,0.0003,solved
most-conflicts,8,8,0.0,8,2,1,43,1,1,0.0004,solved
cardinal,8,8,0.0,8,2,1,43,1,1,0.0003,solved
learned-linear,8,8,0.0,8,2,1,43,1,1,0.0003,solved
learned-mlp,8,8,0.0,8,2,1,43,1,1,0.0004,solved
first,8,8,0.0,8,3,1,40,4,7,0.0008,solved
random,8,8,0.0,8,3,1,40,4,7,0.0008,solved
earliest,8,8,0.0,8,3,1,40,3,5,0.0006,solved
most-conflicts,8,8,0.0,8,3,1,40,4,7,0.0009,solved
cardinal,8,8,0.0,8,3,1,40,3,5,0.0009,solved
learned-linear,8,8,0.0,8,3,1,40,4,7,0.0012,solved
learned-mlp,8,8,0.0,8,3,1,40,4,7,0.0011,solved
first,8,8,0.0,8,4,1,42,59,117,0.0118,solved
random,8,8,0.0,8,4,1,42,67,133,0.0125,solved
earliest,8,8,0.0,8,4,1,42,26,51,0.0049,solved
most-conflicts,8,8,0.0,8,4,1,42,56,111,0.0113,solved
cardinal,8,8,0.0,8,4,1,42,26,51,0.0063,solved
learned-linear,8,8,0.0,8,4,1,42,27,53,0.0074,solved
learned-mlp,8,8,0.0,8,4,1,42,71,141,0.0174,solved
first,8,8,0.0,8,5,1,39,8,15,0.0015,solved
random,8,8,0.0,8,5,1,39,5,9,0.0011,solved
earliest,8,8,0.0,8,5,1,39,15,29,0.0026,solved
most-conflicts,8,8,0.0,8,5,1,39,8,15,0.0015,solved
cardinal,8,8,0.0,8,5,1,39,5,9,0.0014,solved
learned-linear,8,8,0.0,8,5,1,39,5,9,0.0016,solved
learned-mlp,8,8,0.0,8,5,1,39,5,9,0.0017,solved
first,8,8,0.0,8,6,1,50,3,5,0.0013,solved
random,8,8,0.0,8,6,1,50,5,9,0.0013,solved
earliest,8,8,0.0,8,6,1,50,3,5,0.0009,solved
most-conflicts,8,8,0.0,8,6,1,50,3,5,0.0008,solved
cardinal,8,8,0.0,8,6,1,50,3,5,0.0013,solved
learned-linear,8,8,0.0,8,6,1,50,6,11,0.0022,solved
learned-mlp,8,8,0.0,8,6,1,50,6,11,0.002,solved
first,8,8,0.0,8,7,1,53,36,71,0.0104,solved
random,8,8,0.0,8,7,1,53,13,25,0.0043,solved
earliest,8,8,0.0,8,7,1,53,36,71,0.009,solved
most-conflicts,8,8,0.0,8,7,1,53,31,61,0.0084,solved
cardinal,8,8,0.0,8,7,1,53,11,21,0.005,solved
learned-linear,8,8,0.0,8,7,1,53,204,407,0.0706,solved
learned-mlp,8,8,0.0,8,7,1,53,15,29,0.0064,solved
first,8,8,0.0,8,8,1,45,14,27,0.0035,solved
random,8,8,0.0,8,8,1,45,13,25,0.0032,solved
earliest,8,8,0.0,8,8,1,45,14,27,0.0034,solved
most-conflicts,8,8,0.0,8,8,1,45,14,27,0.0035,solved
cardinal,8,8,0.0,8,8,1,45,9,17,0.0032,solved
learned-linear,8,8,0.0,8,8,1,45,14,27,0.0049,solved
learned-mlp,8,8,0.0,8,8,1,45,10,19,0.0039,solved
first,8,8,0.0,8,9,1,50,4,7,0.0014,solved
random,8,8,0.0,8,9,1,50,4,7,0.0011,solved
earliest,8,8,0.0,8,9,1,50,4,7,0.001,solved
most-conflicts,8,8,0.0,8,9,1,50,4,7,0.001,solved
cardinal,8,8,0.0,8,9,1,50,4,7,0.0013,solved
learned-linear,8,8,0.0,8,9,1,50,4,7,0.0014,solved
learned-mlp,8,8,0.0,8,9,1,50,4,7,0.0013,solved
first,8,8,0.0,8,10,1,54,3,5,0.0014,solved
random,8,8,0.0,8,10,1,54,3,5,0.0013,solved
earliest,8,8,0.0,8,10,1,54,4,7,0.0017,solved
most-conflicts,8,8,0.0,8,10,1,54,4,7,0.0016,solved
cardinal,8,8,0.0,8,10,1,54,4,7,0.0021,solved
learned-linear,8,8,0.0,8,10,1,54,3,5,0.0018,solved
learned-mlp,8,8,0.0,8,10,1,54,4,7,0.0022,solved
first,8,8,0.0,8,11,1,35,2,3,0.0005,solved
random,8,8,0.0,8,11,1,35,2,3,0.0005,solved
earliest,8,8,0.0,8,11,1,35,2,3,0.0005,solved
most-conflicts,8,8,0.0,8,11,1,35,2,3,0.0006,solved
cardinal,8,8,0.0,8,11,1,35,2,3,0.0007,solved
learned-linear,8,8,0.0,8,11,1,35,2,3,0.0009,solved
learned-mlp,8,8,0.0,8,11,1,35,2,3,0.0009,solved
first,8,8,0.0,8,12,1,43,3,5,0.0008,solved
random,8,8,0.0,8,12,1,43,4,7,0.001,solved
earliest,8,8,0.0,8,12,1,43,4,7,0.001,solved
most-conflicts,8,8,0.0,8,12,1,43,3,5,0.0008,solved
cardinal,8,8,0.0,8,12,1,43,3,5,0.0013,solved
learned-linear,8,8,0.0,8,12,1,43,4,7,0.0017,solved
learned-mlp,8,8,0.0,8,12,1,43,3,5,0.0012,solved
first,8,8,0.0,8,13,1,43,4,7,0.0012,solved
random,8,8,0.0,8,13,1,43,4,7,0.0011,solved
earliest,8,8,0.0,8,13,1,43,4,7,0.0011,solved
most-conflicts,8,8,0.0,8,13,1,43,4,7,0.0011,solved
cardinal,8,8,0.0,8,13,1,43,4,7,0.0013,solved
learned-linear,8,8,0.0,8,13,1,43,4,7,0.0014,solved
learned-mlp,8,8,0.0,8,13,1,43,4,7,0.0014,solved
first,8,8,0.0,8,14,1,42,2,3,0.0007,solved
random,8,8,0.0,8,14,1,42,2,3,0.0007,solved
earliest,8,8,0.0,8,14,1,42,2,3,0.0007,solved
most-conflicts,8,8,0.0,8,14,1,42,2,3,0.0007,solved
cardinal,8,8,0.0,8,14,1,42,2,3,0.0009,solved
learned-linear,8,8,0.0,8,14,1,42,2,3,0.0009,solved
learned-mlp,8,8,0.0,8,14,1,42,2,3,0.0009,solved
first,8,8,0.0,8,15,1,37,1,1,0.0004,solved
random,8,8,0.0,8,15,1,37,1,1,0.0003,solved
earliest,8,8,0.0,8,15,1,37,1,1,0.0004,solved
most-conflicts,8,8,0.0,8,15,1,37,1,1,0.0003,solved
cardinal,8,8,0.0,8,15,1,37,1,1,0.0003,solved
learned-linear,8,8,0.0,8,15,1,37,1,1,0.0003,solved
learned-mlp,8,8,0.0,8,15,1,37,1,1,0.0003,solved
first,8,8,0.0,8,16,1,41,36,71,0.0139,solved
random,8,8,0.0,8,16,1,41,63,125,0.0257,solved
earliest,8,8,0.0,8,16,1,41,77,153,0.0319,solved
most-conflicts,8,8,0.0,8,16,1,41,91,181,0.033,solved
cardinal,8,8,0.0,8,16,1,41,28,55,0.0159,solved
learned-linear,8,8,0.0,8,16,1,41,46,91,0.0217,solved
learned-mlp,8,8,0.0,8,16,1,41,27,53,0.0164,solved
first,8,8,0.0,8,17,1,37,5,9,0.0011,solved
random,8,8,0.0,8,17,1,37,5,9,0.0013,solved
earliest,8,8,0.0,8,17,1,37,5,9,0.0011,solved
most-conflicts,8,8,0.0,8,17,1,37,5,9,0.0011,solved
cardinal,8,8,0.0,8,17,1,37,5,9,0.0016,solved
learned-linear,8,8,0.0,8,17,1,37,5,9,0.0016,solved
learned-mlp,8,8,0.0,8,17,1,37,5,9,0.0017,solved
first,8,8,0.0,8,18,1,37,2,3,0.0005,solved
random,8,8,0.0,8,18,1,37,2,3,0.0006,solved
earliest,8,8,0.0,8,18,1,37,2,3,0.0005,solved
most-conflicts,8,8,0.0,8,18,1,37,2,3,0.0006,solved
cardinal,8,8,0.0,8,18,1,37,2,3,0.0006,solved
learned-linear,8,8,0.0,8,18,1,37,2,3,0.0007,solved
learned-mlp,8,8,0.0,8,18,1,37,2,3,0.0006,solved
first,8,8,0.0,8,19,1,33,5,9,0.001,solved
random,8,8,0.0,8,19,1,33,4,7,0.0008,solved
earliest,8,8,0.0,8,19,1,33,7,13,0.0013,solved
most-conflicts,8,8,0.0,8,19,1,33,6,11,0.0012,solved
cardinal,8,8,0.0,8,19,1,33,5,9,0.0012,solved
learned-linear,8,8,0.0,8,19,1,33,4,7,0.0014,solved
learned-mlp,8,8,0.0,8,19,1,33,5,9,0.0015,solved
first,8,8,0.0,10,0,1,48,3,5,0.0008,solved
random,8,8,0.0,10,0,1,48,3,5,0.0008,solved
earliest,8,8,0.0,10,0,1,48,3,5,0.0008,solved
most-conflicts,8,8,0.0,10,0,1,48,3,5,0.0008,solved
cardinal,8,8,0.0,10,0,1,48,3,5,0.0009,solved
learned-linear,8,8,0.0,10,0,1,48,3,5,0.001,solved
learned-mlp,8,8,0.0,10,0,1,48,3,5,0.0009,solved
